ID;Debut;Fin;Statut;Produits HT;Livraison HT;Livraison TTC;Total HT;Total TVA;Total TTC;Comission HT;Comission TTC;Commandes remboursees TTC;Comissions remboursees TTC;Vendeur;Commandes
403;02-11-2020  10:49;;open;264.58;18.67;22.40;283.25;56.64999999999998;339.90;28.33;33.99;0;0;Wilson;VPWBGIXUI,MUQXEHVLU
402;02-11-2020  10:58;;open;0;0;0;0;0;0;0;0;0;0;Test Origami Marketplace;
401;02-11-2020  10:58;;open;0;0;0;0;0;0;0;0;0;0;2CI;
400;02-11-2020  10:58;;open;149.92;0.00;0.00;149.92;29.980000000000018;179.90;20.99;25.19;0;0;Chalet-Jardin;FNBJDKLVM
399;02-11-2020  10:48;;open;208.00;0.00;0.00;208.00;42;250.00;25.00;30.01;0;0;LSC Maintenance;MWGYXLEYX,WJBCFMTWQ
398;02-11-2020  10:48;;open;1116.73;95.75;114.90;1212.48;242.51999999999998;1455.00;157.62;189.15;0;0;Huck Occitania;ATZENHIOI,LOFOQRXRC,SLDVBGEMA
397;02-11-2020  10:48;;open;777.94;163.14;195.76;941.08;188.2499999999999;1129.33;112.94;135.54;0;0;Cress Sport;XFSREIBOC,BDNATNILP,TRVUJFBRJ,GEYBHOVCL,CFXYHJEVO,CQTLHAXWS,JTGECQOKG,VKAPHLTCS,HOOZGZSFZ,QEUWIRTAD,ALPQIYVNG,EINKKZGRV,UHSWVEAVG,NIFPWXWXZ,GAAOQMVSK,JFQEALAOE,VKCKAHCSU
396;02-11-2020  10:47;;open;66.66;0.00;0.00;66.66;13.320000000000007;79.98;8.00;9.60;0;0;Jumbee;NHPVOEEAP,OOFLUFOZQ
395;02-11-2020  10:47;;open;134.80;27.30;32.76;162.10;32.41;194.51;17.82;21.39;0;0;SCFR Impex;KWSOKRNOH,FZVTZGLKQ,WUWJVJLZX
394;02-11-2020  10:47;;open;0;0;0;0;0;0;0;0;0;0;Innoquipe;
393;02-11-2020  10:46;;open;113.76;10.79;12.95;124.55;24.89999999999999;149.45;14.95;17.93;0;0;VW Sports;BUSZWNTSV
392;02-11-2020  10:46;;open;2018.30;66.62;73.28;2084.92;410.3600000000001;2495.28;270.24;270.24;0;0;Netsportique;JNODLVZCJ,TQSOTOPIO,QMQECNQQA,HNRVIWUCD,TUDKYQHQB,FZZRKSJCX,NHPVOEEAP,VDYCPHYQY,XPEVDEIXY,WAVBKFUWY
391;02-11-2020  10:46;;open;0;0;0;0;0;0;0;0;0;0;SLS Distribution;
390;02-11-2020  10:45;;open;36.00;0.00;0.00;36.00;7.200000000000003;43.20;4.68;5.62;0;0;CMJN IMPRESSION;VDLUGKQZH
389;02-11-2020  10:45;;open;474.14;94.15;112.98;568.29;113.63999999999999;681.93;68.21;81.83;0;0;CLICK FOR TENNIS;TRVUJFBRJ,VVPXZBBVE,KWSOKRNOH,XAHYYDBZT,PBSFWWBEV,HOOZGZSFZ,GGAPYBYII,WUWJVJLZX,GSRCUODPQ,NIFPWXWXZ,FTRMIKWOS,NHPVOEEAP
388;02-11-2020  10:45;;open;0;0;0;0;0;0;0;0;0;0;Tennis Scorer;
387;02-11-2020  10:44;;open;0;0;0;0;0;0;0;0;0;0;CIDI Event;
386;02-11-2020  10:44;;open;39.84;8.58;10.30;48.42;9.68;58.10;5.81;6.97;0;0;Ballbox;GGAPYBYII
385;02-11-2020  10:44;;open;0;0;0;0;0;0;0;0;0;0;Tupi caoutchouc;
384;02-11-2020  10:43;;open;477.18;39.30;47.16;516.48;103.27999999999997;619.76;43.39;52.06;0;0;EXTREME TENNIS;RPITIHSWB,KCGMKKCKY,TCTWHQAFT,HCAWDDIPH,ZVUDHXSNB,OPOBAYTHO,CWZWERVMN
383;02-11-2020  10:43;;open;0;0;0;0;0;0;0;0;0;0;PADEL BEACH;
382;02-11-2020  10:43;;open;512.50;93.33;112.00;605.83;121.16999999999996;727.00;72.70;87.24;0;0;Plastimark France;CKGEXFGFW,EJQNSBCNO
381;20-10-2020  08:11;;open;0;0;0;0;0;0;0;0;0;0;MATCHPOINT PRO SHOP TENNIS EAUBONNE;
380;15-10-2020  13:19;02-11-2020  10:43;close;49.80;37.50;45.00;87.30;17.460000000000008;104.76;10.48;12.57;0;0;Plastimark France;XFSREIBOC
379;15-10-2020  13:19;02-11-2020  10:43;close;278.00;0.00;0.00;278.00;0;278.00;30.12;36.14;0;0;PADEL BEACH;XRRTQTFPR,XPLTVRYBW
378;15-10-2020  13:19;;open;0;0;0;0;0;0;0;0;0;0;Tween;
377;15-10-2020  13:19;02-11-2020  10:43;close;1097.46;111.10;133.32;1208.56;241.60000000000014;1450.16;101.50;121.82;52.89;4.44;EXTREME TENNIS;RHDWQRYYW,JUJUISXNO,RTZUCPADZ,EOPMZSDIJ,MKPLXSJOJ,GJOVIWWXA,CBITTNGNP,XCNVTLYFB,IFTEHQGAW,ZPMTUVOUT,BQIYAQKXJ,PFRYDNKOV,AVHJMYSGU,GNDALTXJQ,YHAUCCBFV,ESYMIAHUD,TPANUGPOR,TPFYONBWL,EKNFMRTHO
376;15-10-2020  13:19;02-11-2020  10:44;close;41.75;11.45;13.74;53.20;10.64;63.84;6.38;7.66;0;0;Tupi caoutchouc;TRVUJFBRJ
375;15-10-2020  13:19;02-11-2020  10:44;close;15.93;6.88;8.26;22.81;4.57;27.38;2.74;3.29;0;0;Ballbox;GJOVIWWXA
374;15-10-2020  13:19;;open;0;0;0;0;0;0;0;0;0;0;Vendeur Carte Cadeau;
373;15-10-2020  13:19;02-11-2020  10:44;close;67.00;35.00;42.00;102.00;20.400000000000006;122.40;12.24;14.69;0;0;CIDI Event;EGKGQEJVA
372;15-10-2020  13:19;02-11-2020  10:45;close;2135.18;93.35;112.00;2228.53;445.6899999999996;2674.22;267.43;320.91;0;0;Tennis Scorer;OYHAOXSBO,WRYAPVRXF,XNUQZBYOW,WBTCTIXIZ,OFFRHNKJD,EILGOIILM,CTIQBWFET,XLCCCMONM,ZLEKVAKGB,ZYQWMANPE,OYYAWPWUS,MHPDHZKPK,YKTCFRMTZ,YDTNUETAN
371;15-10-2020  13:19;;open;0;0;0;0;0;0;0;0;0;0;Manutan Collectivités;
370;15-10-2020  13:19;02-11-2020  10:45;close;1371.92;203.30;243.96;1575.22;291.06999999999994;1866.29;186.66;223.94;60.18;7.22;CLICK FOR TENNIS;LKJILMBKZ,SJMRWOSMU,OJZBOOQHJ,RKEJJZLMU,RTLGHFNVK,IFZKGTRHF,ZYQWMANPE,RHDWQRYYW,LRSTQZKVJ,RMVGTMTXD,OQLPEDJLH,FBMFSKXBO,BZLBUOSIO,AFVCYOVFB,GPCHVLYBQ,LELAIZNNI,TMMZDOQGE,NUCYSHSCW,RYBJJVJPZ,IHRMAFSFI,CFXYHJEVO,BFCSESZXY,IVRNNRVSF,HEAZNPOHR,UMXWUIPGU
369;15-10-2020  13:19;02-11-2020  10:45;close;853.25;0.00;0.00;853.25;170.64999999999998;1023.90;110.93;133.10;0;0;CMJN IMPRESSION;PIRLCDVHM,BBMZNCWEM,CTIQBWFET,YYPSBXOMO,NTZLDSCSJ,UNQCIYOCQ,YSMEQWBWC,PFEDFJOLF,YHUFNUCUH,DYFGBCKFS,KOUNUPJDU
368;15-10-2020  13:19;02-11-2020  10:46;close;73.26;35.00;42.00;108.26;21.64;129.90;12.99;15.60;0;0;SLS Distribution;JHOLZRVUA,ECJYRALWS,EJQNSBCNO,GAAOQMVSK,HXPOZFLVQ
367;15-10-2020  13:19;02-11-2020  10:46;close;12055.48;245.62;265.60;12301.10;2431.2700000000004;14732.37;1565.67;1565.67;0;0;Netsportique;CRARIYGZY,VVPXZBBVE,NTYAPXMIF,GEYBHOVCL,SMFLEAFGF,ZPUZJLFMP,GLFYUPKSY,ZLEKVAKGB,IFZKGTRHF,UXQHDWHKL,ICRQQCMUO,OYYAWPWUS,JMSBWLCET,JDLCQWYVH,ZJNCAIXMG,YXFOQRDED,RJQKRTZDZ,YHUFNUCUH,TTJAOYGEL,HSSLCTDVW,AHYPAJNBB,HKNYWPGYM,NVEEPEIQO,YDSNCQXPO,TDICJUBTY,KOUNUPJDU,DDOOKWYGW,BKXCNQCRO,TKAWZLBBP,QHMDYNBDT,VOEBLWCFI,YQFQUPAZU,LOFOQRXRC,PBSFWWBEV,VKAPHLTCS,CZUIHTMRI,ZZCSCXRXP,TGPKTUGCI,UHSWVEAVG,YNYDXGGAZ,GAAOQMVSK
366;15-10-2020  13:19;02-11-2020  10:46;close;2010.33;259.29;311.15;2269.62;452.6700000000001;2722.29;272.24;326.70;0;0;VW Sports;HZICQIMNX,SOIGSIWWW,MZTFSPBSU,RVVHCGXHK,MIQKITMRR,MHPDHZKPK,JPHBANHIM,YDSNCQXPO,JYQUQPYYS,GPCHVLYBQ,HSNPWIKKF,JTGECQOKG,BBZDORPCG,TGPKTUGCI
365;15-10-2020  13:19;02-11-2020  10:47;close;1168.32;140.20;170.00;1308.52;263.48;1572.00;170.30;204.36;0;0;Innoquipe;TRVUJFBRJ,RJSFIIXWC,LKJILMBKZ,AIBDOWSPY,XLCCCMONM,BNIBBNSJR,ICRQQCMUO,NKALHOZNN,RMVGTMTXD,MITAGBKCY,LTDGVQFMZ,EJQNSBCNO,TKSEIZRAK,CFXYHJEVO,CQTLHAXWS,JNODLVZCJ,ZVXOBXWCF,VKAPHLTCS,HOOZGZSFZ,BHFHUERGS,ALPQIYVNG,EINKKZGRV
364;15-10-2020  13:19;02-11-2020  10:47;close;229.10;55.30;66.36;284.40;56.860000000000014;341.26;31.27;37.54;0;0;SCFR Impex;VVPXZBBVE,SMFLEAFGF,RTLGHFNVK,ALEKAAIJG,GAPABJXCM,TDICJUBTY,RYBJJVJPZ
363;15-10-2020  13:19;02-11-2020  10:47;close;66.66;3.99;4.79;70.65;14.11999999999999;84.77;8.48;10.17;0;0;Jumbee;VVPXZBBVE,WEMLYJRDO
362;15-10-2020  13:19;02-11-2020  10:48;close;497.88;91.48;109.78;589.36;117.91999999999996;707.28;70.73;84.89;0;0;Cress Sport;NKALHOZNN,IUQOVEVPI,RMVGTMTXD,BZLBUOSIO,KPQMBLDBM,ECJYRALWS,TDICJUBTY,TKSEIZRAK
361;15-10-2020  13:19;02-11-2020  10:48;close;5202.90;436.68;524.01;5639.58;1127.58;6767.16;733.15;879.77;311.10;40.44;Huck Occitania;CSOJNFPDA,FDFSQBPXX,MRHTFQPFM,ZVKYAYFUH,MQRNDOMWX,NVVRRSQMA,XFLXWKYHU,EKTKTKVQM,IFZKGTRHF,RHDWQRYYW,HYKGOPDQQ,GFSRXHIQV,FBXMZJXUF,RDEBMQNON,UUZPEUHUS,VOEBLWCFI,HIAWJVDPK,QOFBUXIYO,XITYSSZQS
360;15-10-2020  13:19;02-11-2020  10:48;close;1716.00;0.00;0.00;1716.00;346.5;2062.50;206.27;247.53;0;0;LSC Maintenance;SQDUBSVBW,BTNXJTYPC,XWQHQZKVO,GOPITYVAB,UUSLQVNXA,UBPEEHPCF,EZAPMBNMA,IURVJXIER,KWGTJEAFT,LWRLGTLJA,UPMMFLUAK,EKHJZECOC,IVIBOJCDI,WDBEPYFQF,WYIOWYKJD,IJNDMDUBH,CHHCSWTBB,UZHNBKKXP,NXIJGSLAG,FMRINYUGX,WFYVJNWJH,FRZRRIBRQ
359;15-10-2020  13:19;;open;701.00;53.00;63.60;754.00;150.79999999999995;904.80;105.56;126.67;0;0;Iteuil sports;HSSLCTDVW,VQVPXYSNI
358;13-10-2020  15:17;;open;0;0;0;0;0;0;0;0;0;0;Editions Amphora;
357;08-10-2020  14:28;;open;6981.85;787.20;942.14;7769.05;1493.4000000000005;9262.45;926.25;1111.47;162.00;19.44;Casal Sport;BWAUWXCAE,JQGAEBFCA,HBLSCXYLL,VFTYXBSIR,YPSLJQOYW,SIZMKEPIW,LNNIBOMYN,XZAXFAPGY,ECNMRTVDW,RRPTNLGLA,XWKCRDZBI,BQXBTCPTV,SSMHWHKNB,RVEUBTGAV,WPMPHTLHS,MCIJZULIQ,QNXAXSNPJ,IIWTPCFNS,LTZLBILEX,VYABZFPIK,LBVSXUQNI,IHZEMMWII,QKMLGVLHZ,OFTGOVDDO,CFSYIHNFA,MWIKEDJJC,UGSNBIFCQ,HLVPQIIPW,JOCHJXDKZ,HKJCPAHPJ,SJFHJVESW,NYXBDYLLQ,NAEFSJBXD,NRWHPRKRG,EOESHMRWC,ZDSBOGSRA,NGWJNFXJR,QISKSIZHE,CGEUWIYBQ,KJMSBHMQE,XYWFZWLNE,OPXUMOZPS,WMDNQVIRN,AEOXQFMND,SAIORATKY,IAAKQLLNQ,KACPWRYBN,POAYLDHCT,BMWADUMYJ,GKWPROHPP,XFSREIBOC,TXMIWHTMU,GNSOLRBFN,VVPXZBBVE,VSFOYKLJX,IKIEJVUVX,HIAPQJZAW,UQSZRWTTZ,QKEFRWXBF,IFZKGTRHF,BNIBBNSJR,ZYQWMANPE,JHOLZRVUA,YSMEQWBWC,PCRYCYZSX,KYZFWWJMY,ERRTUEXRX,COPZSAJDC,GPCHVLYBQ,JTGECQOKG,XAHYYDBZT,ABBTEBQUJ,VKAPHLTCS,HOOZGZSFZ,QEUWIRTAD,WEMLYJRDO,LPMUXSTGM,GGAPYBYII,NIFPWXWXZ,FTRMIKWOS,JSGMLVLTV
356;08-10-2020  14:09;08-10-2020  14:28;close;25.45;12.90;15.48;38.35;7.670000000000002;46.02;4.60;5.52;0;0;Casal Sport;BWESGMVQQ
355;08-10-2020  13:27;08-10-2020  14:09;close;1522.20;170.80;204.96;1693.00;338.51;2031.51;203.16;243.76;0;0;Casal Sport;UUINJMKTF,LKJILMBKZ,FFEHNPTAN,GEYBHOVCL,AIBDOWSPY,ZFCCEKPWB,XLCCCMONM,ICRQQCMUO,NKALHOZNN,LRSTQZKVJ,RMVGTMTXD,OQLPEDJLH,GJOVIWWXA,YSSXRLVPY,CQTLHAXWS,ODWZAJCBB,APIVCOYWC,DDNNSWILT
354;08-10-2020  12:02;08-10-2020  13:27;close;707.76;206.40;247.68;914.16;182.79000000000008;1096.95;109.69;131.63;0;0;Casal Sport;XMGTUUGHO,SMYSVFHNJ,NIWHRKQUK,EFCKMHOBN,YOCYAHIOT,FTRJIWMBH,AINFWZUTF,EPHVTZBNK,RUCVIGYMV,RKEJJZLMU,XFLXWKYHU,PNYRZOTHX,JDLCQWYVH,ARVFRHRZL,FBMFSKXBO,BZLBUOSIO
353;06-10-2020  13:50;;open;0;0;0;0;0;0;0;0;0;0;Horizon Sport;
352;06-10-2020  16:29;08-10-2020  12:02;close;1556.58;168.50;202.20;1725.08;344.9200000000001;2070.00;206.99;248.43;0;0;Casal Sport;OUMAYXZCL,ALAKGNVNF,GWMDYMUMZ,ZZCKKVOEB,OYMUJGFAD,XYGHHJUHM,FDCLMJUHA,BODKDRTDN,NZEQDVZGU,RNQCBXIBP,HHLNSIBZL,DXXZEIKEL,OMKHXFFYT,LAKSCSDCG,EMHKZXEHU,TRVUJFBRJ,NNCUTNWYL
351;06-10-2020  13:29;;open;20883.34;27.00;32.40;20910.34;4181.8499999999985;25092.19;2509.22;3011.08;0;0;Sodex International;DNBFWEZRE,NACLDUVWJ,OWMKQRSVD,XDIVCOGIW,QBYPELOOE,RDFTHBPIJ,ZDVKLQPJU,BFKUPRELH,RDCIDALIP,MBLGTSQUE,MSCQIBCZF,AWIXWJYJO,OUNXRRZPG,VHZTUEAFM,YPKVXBVSM,BHESPUOZL,PBELXINGO,LKLYELHFS,RARKIQDLU,LLNRNTGSB,MKVECDVWU,PVKNGBMWL,QZNFAEFZZ,BOJAADEOD,CABGCWHDJ,KSTITTQFX,WVRTNOMWG,EMPWKWAKA,HUISWSZNE,NGPACUHZE,QYPALBZBH,EWQBXOKVJ,JLFIPVZOB,BPLAIXGWR,KNSGBNHYQ,IVUOPOVBZ,NKBYCPGVL,JHMTYRJTL,MHPRYHJQK,ROKYAKYEB,ZBRJQPYHH,RVVYIIUJB,JNOSGDVOW,ZPHZCPUGJ,IQHHAJNYS,ORULFEVJR,GPTTUGHTE,OVBHHNSQF,OGGBNOCKB,VZRIPXVUG,QUXVQERFL,MGPTJLXSY,RMSDIRZJA,GLQCUDTBZ,TINHVFSLQ,GFDRVVKBD,NAMSGIWGW,EGKGQEJVA,VGCJHITIQ,OGRVVYLDM,XWDQNHIDP,ZALVATDOK,DSVFEQIPX,PRKDHAWJU,LGYJEKSAU,BKCRIJZTG,VLSIZKYKN,LXEUMPZYC,PLDHKDUCD,USKLLIUGU,VBWSTKGEB,GYWPEWKZM
350;05-10-2020  14:23;06-10-2020  16:29;close;1298.66;183.50;220.20;1482.16;244.48000000000002;1726.64;172.63;207.19;0;0;Casal Sport;SGXFSRPGX,HNFEGPCHB,YNIXMJNAV,XFXWZQHCM,MKKYOWXXR,MBOXFQLHJ,WZJJQHWQW,PCGXODLGV,HRQBOEAED,VDLVSJQIC,WFHTRJKMG,JEJFNNGBG,GJIFXCTIZ,FJPWHLUDV,AJEMQXNRL,FHFAUKPNT
349;02-10-2020  14:43;;open;0;0;0;0;0;0;0;0;0;0;Tie Break le Havre;
347;01-10-2020  13:22;;open;0;0;0;0;0;0;0;0;0;0;Esprit Tennis Bordeaux;
348;01-10-2020  13:35;;open;0;0;0;0;0;0;0;0;0;0;L'Atelier Sportif Saint Etienne;
346;01-10-2020  13:32;05-10-2020  14:23;close;250.01;33.70;40.44;283.71;27.170000000000016;310.88;31.09;37.30;0;0;Casal Sport;YQGFLYASF,HAZGBDDWJ,EZKHAFQYV
344;30-09-2020  16:08;15-10-2020  13:19;close;135.00;18.00;21.60;153.00;30.599999999999994;183.60;21.42;25.70;0;0;Iteuil sports;NMJXFFVPI
345;30-09-2020  16:08;02-11-2020  10:49;close;201.67;30.94;37.12;232.61;46.50999999999999;279.12;23.26;27.91;280.72;28.07;Wilson;KCGMKKCKY,CEFWOZTUN,RQKCMOMZW,VMDFLWXWK
339;30-09-2020  16:08;15-10-2020  13:19;close;2360.80;0.00;0.00;2360.80;476.6999999999998;2837.50;283.81;340.57;0;0;LSC Maintenance;YWHCJKCIR,OSXDLEWAQ,XAEWVPALZ,NNWRMNPSZ,JFITFTJKA,NSWHKYIOY,WGIVCHDGJ,FVWVHTQAN,YQLOEQKLL,VEKSCKABK,IYPTACUWA,BKDERIQOY,YJMEMDLDU,WKRRPUUVY,SMWIVSBTU,GSAPNJZYS,PFMQHHHQR,YOVXLMSCN,WRFLMZJNR,MFOQKOEKA
340;30-09-2020  16:08;15-10-2020  13:19;close;6900.56;460.91;553.09;7361.47;1471.999999999999;8833.47;956.99;1148.42;64.50;8.39;Huck Occitania;FTWJJPFMR,CUTLBZGCI,NKBYCPGVL,STHMYTWIT,CHCKEIRWW,MHPRYHJQK,DIAMMAOYV,DGPAQPLJR,VHEKPGTIW,BKHDTGXLH,EEXLDEWDW,PQRWMIYNN,GONUQSMYM,IQXCMHLVB,EFCKMHOBN,TELWCMQHD,IKBDLFUAP
341;30-09-2020  16:08;15-10-2020  13:19;close;707.14;127.88;153.45;835.02;167.02999999999997;1002.05;100.21;120.24;16.20;1.94;Cress Sport;ZZCKKVOEB,OYMUJGFAD,FDCLMJUHA,GKWPROHPP,OMKHXFFYT,LAKSCSDCG,XNUQZBYOW,TXMIWHTMU,NWKIJIGMZ,VSFOYKLJX,AINFWZUTF,FFEHNPTAN,IFZKGTRHF,LRSTQZKVJ,BQIYAQKXJ
342;30-09-2020  16:08;02-11-2020  10:58;close;83.25;0.00;0.00;83.25;16.650000000000006;99.90;11.65;13.99;0;0;Chalet-Jardin;GPCHVLYBQ
343;30-09-2020  16:08;15-10-2020  13:19;close;266.64;11.97;14.37;278.61;55.68000000000001;334.29;33.44;40.11;0;0;Jumbee;BMWADUMYJ,FDCLMJUHA,XNUQZBYOW,FNAENDKLR,NNCUTNWYL,NWKIJIGMZ,RLXOSZDHA
334;30-09-2020  16:08;15-10-2020  13:19;close;802.75;124.10;148.92;926.85;185.32000000000005;1112.17;101.96;122.35;0;0;SCFR Impex;ROSUFNPRI,NAMSGIWGW,DGEQQCDVV,BMWADUMYJ,VDQURQWJX,TXMIWHTMU,UUINJMKTF,EQITLYWJB,YOCYAHIOT,QPRBYMNIM,IMOBAFDLB,CQCRPHKFG,EKTKTKVQM
335;30-09-2020  16:08;15-10-2020  13:19;close;1443.33;135.00;162.00;1578.33;315.6700000000001;1894.00;205.17;246.23;0;0;Innoquipe;AXRGVZBLK,KACPWRYBN,ZZCKKVOEB,BMWADUMYJ,XYGHHJUHM,MUOGWHJPI,DXXZEIKEL,OMKHXFFYT,NALOINCVM,LAKSCSDCG,XNUQZBYOW,TXMIWHTMU,FNAENDKLR,NNCUTNWYL,MZERRMMDY,IKIEJVUVX,RUCVIGYMV,XFLXWKYHU,RTLGHFNVK
336;30-09-2020  16:08;15-10-2020  13:19;close;6532.22;1207.24;1449.56;7739.46;1549.0999999999995;9288.56;928.87;1114.65;642.40;77.09;VW Sports;VZRIPXVUG,IDKBRQDYE,ULQDYJMIM,TXUVDKUYR,KDPJFJGEN,YUAMXPHDA,JRFIKPFWX,SAIORATKY,PQBFUNLRC,WSJULQRJD,LKYTXDNPI,VQCQJRBBN,BMWADUMYJ,NZEQDVZGU,XJLJTDGLA,TDOYSIBGZ,AMDWSQRFK,XVFEKDQBE,ELNQKTMTU,RDJVNRNPH,OFFRHNKJD,JFITFTJKA,OGKYCXFBK,UQSZRWTTZ,KLHALDXRW,MJBMZWKXN,PZFLFXOJG,MMRPDABAL
337;30-09-2020  16:08;15-10-2020  13:19;close;7079.16;224.70;233.85;7303.86;1425.0100000000011;8728.87;804.37;804.37;0;0;Netsportique;EPCYPZPNE,SSEAXMIYW,YGPHIAJIN,QWTOGVJXF,YEEYGVSJX,CWWMNJCYG,ZUIKJVYXE,USKLLIUGU,DGEQQCDVV,VQCQJRBBN,BMWADUMYJ,DOGWYTPXQ,FDCLMJUHA,BKHDTGXLH,MAINPOEBR,UXQUYZJJD,IQXCMHLVB,MUOGWHJPI,OCHSENNEB,LHFEEEKHX,DXXZEIKEL,AMDWSQRFK,ITTNOQUEP,XVFEKDQBE,MRPKZJHHJ,FNAENDKLR,JJJHAVPYP,OFFRHNKJD,SNARYBIVX,EWJMYTDJP,YHVAIMQGW,VLMIDKMRT,TYARHZHUC,VDLUGKQZH,KUERKFJTZ,AINFWZUTF,QPRBYMNIM,ZPSCJFPQN,BRBLCBZTG,UBVRRWXSR,RUCVIGYMV,GSAPNJZYS,PBVNTSVOL,EKTKTKVQM,JDHGRANCU,XLCCCMONM,HZSXBGLGB,QKEFRWXBF
338;30-09-2020  16:08;15-10-2020  13:19;close;168.33;42.00;50.40;210.33;42.06999999999999;252.40;25.24;30.30;0;0;SLS Distribution;FDCLMJUHA,CKANTYZDR,FNAENDKLR,NNCUTNWYL,DPMJPJNCI,QUMAMEZWT
330;30-09-2020  16:08;15-10-2020  13:19;close;699.50;0.00;0.00;699.50;139.89999999999998;839.40;90.93;109.13;0;0;CMJN IMPRESSION;JWEJPBRMW,SKITHVGRF,WHNBNGNXZ,JJKMCJGXN,AWYJNZQOU,GIXYYYHFC,PPSMSBIWA
331;30-09-2020  16:08;15-10-2020  13:19;close;2896.76;378.23;453.88;3274.99;654.9900000000002;3929.98;394.52;473.37;0;0;CLICK FOR TENNIS;HYKEYPBNF,EXNKWFOAZ,VXMKLXGWX,QRQGDXQYM,ABYLSVYAR,UFRFZXLVZ,AXRGVZBLK,SAIORATKY,QIQBCIAAR,OTUZSOBNR,IAAKQLLNQ,YJRGKAOJT,OYMUJGFAD,JVMOKXHBW,UZDDKZWXH,SPGOGPLFC,NZEQDVZGU,VBWSTKGEB,RNQCBXIBP,FICPZTURZ,NUUZAOWRQ,OJLGPSEVQ,DXXZEIKEL,OMKHXFFYT,NALOINCVM,TXMIWHTMU,DNAALYVPZ,EQITLYWJB,CIJSKLVRZ,GTGDTDWFB,UQSZRWTTZ,CXIRMRUYR,MGHGISPVA,AINFWZUTF,FFEHNPTAN,PTVFXFHCD,XFLXWKYHU,AIBDOWSPY,TBVKCTSFJ,ZFCCEKPWB
332;30-09-2020  16:08;15-10-2020  13:19;close;947.72;123.00;147.60;1070.72;214.12999999999988;1284.85;128.48;154.18;0;0;Manutan Collectivités;DLGMITAAN,KNWQKIHLS,SUWONANQQ,QYYIYJTLL,NCDYRVBZC,YIMAJEKLM
333;30-09-2020  16:08;15-10-2020  13:19;close;2139.24;46.67;56.00;2185.91;437.1500000000001;2623.06;262.33;314.78;0;0;Tennis Scorer;BKCRIJZTG,DRAZKVFFW,SLZXEMGOG,YUAMXPHDA,ROREMTHIH,BRYDYECXX,ALAKGNVNF,YEEYGVSJX,KACPWRYBN,BFWGYHSQI,GRMLULZYD
329;29-09-2020  13:12;01-10-2020  13:32;close;51.01;12.90;15.48;63.91;5.38000000000001;69.29;6.93;8.31;0;0;Casal Sport;PDAERHEJR
328;28-09-2020  12:18;;open;0;0;0;0;0;0;0;0;0;0;Parolai Stil'Eco;
327;25-09-2020  12:03;;open;0;0;0;0;0;0;0;0;0;0;Contours/GameCam;
325;23-09-2020  12:08;;open;0;0;0;0;0;0;0;0;0;0;Karanta Strasbourg;
326;23-09-2020  12:22;;open;0;0;0;0;0;0;0;0;0;0;Karanta Illkirch;
324;22-09-2020  14:05;29-09-2020  13:12;close;632.03;62.40;74.88;694.43;138.88;833.31;83.33;100.00;0;0;Casal Sport;XAKSZFDGF,DHHJDKLUF,WEYSPNCYJ,ZGCKLPKFQ,JJKMCJGXN,SSEAXMIYW,ZDUKKLPZL
322;01-09-2020  12:33;30-09-2020  16:08;close;90.00;0.00;0.00;90.00;18;108.00;11.70;14.04;0;0;CMJN IMPRESSION;TINHVFSLQ,CPYUWDJZN
323;01-09-2020  12:33;30-09-2020  16:08;close;3615.69;361.85;434.22;3977.54;792.5799999999999;4770.12;482.79;579.32;0;0;CLICK FOR TENNIS;PEGORUPWI,HBHOJGNHE,UMMDQQFGF,MTTHFMIAS,SGRWAJMLX,NMESIYHFP,GQDAQWUMS,PQODHLIHK,EGKGQEJVA,WHNCOCLKG,PZNFMNYYM,ULQDYJMIM,XYZZMJKMS,GEWAZWNQE,JFSGKNSUR,LDHLJWZBC,IRCUODDRT,SSEAXMIYW,GIXYYYHFC,ZDUKKLPZL,PPSMSBIWA,ALAKGNVNF,GWMDYMUMZ,JMFAETDUA,KACPWRYBN
321;15-09-2020  17:51;30-09-2020  16:08;close;396.71;61.50;73.80;458.21;91.64000000000004;549.85;54.98;65.99;0;0;Manutan Collectivités;WGUKNGKIR,YUAMZMASM,LZUUZMAUR
320;15-09-2020  20:10;30-09-2020  16:08;close;370.26;16.67;20.00;386.93;77.37;464.30;46.43;55.72;0;0;Tennis Scorer;TINHVFSLQ,EGKGQEJVA,VGCJHITIQ
319;15-09-2020  20:09;30-09-2020  16:08;close;287.69;50.10;60.12;337.79;67.54999999999995;405.34;37.15;44.58;0;0;SCFR Impex;GPTTUGHTE,HYKEYPBNF,YIANQFMJD,PZNFMNYYM,GIXYYYHFC
