ID;ID vendeur;ID produit;ID variante;Reference vendeur;Quantité;Prix HT;Prix TTC;Prix HT avec remise;Prix TTC avec remise;Quantite minimum;Actif
1038;57;7515;1322;QSC;10;54.170000;65.000000;54.17;65;1;Oui
1045;57;7518;1329;THT;20;14.170000;17.000000;14.17;17;1;Oui
1046;57;7519;1330;HM;0;287.500000;345.000000;287.5;345;1;Oui
1047;55;7520;1331;4T-PB01-EL;997;10.750000;12.900000;9.14;10.965;1;Oui
1049;46;7523;1333;9782757603369;1420;26.070000;27.500000;26.07;27.5;1;Oui
1050;46;7524;1334;9782757603826;2797;22.920000;27.500000;22.92;27.5;1;Oui
1082;54;7537;1370;TBEACH;;269.000000;322.800000;269;322.8;1;Oui
1083;55;7538;1371;4T-PB02-L;995;14.920000;17.900000;12.68;15.214999999999998;1;Oui
1084;55;7539;1372;4T-PB03-M;998;18.250000;21.900000;15.51;18.615;1;Oui
1085;55;7540;1373;4T-PB04-F;1000;22.420000;26.900000;19.05;22.865;1;Oui
1086;55;7541;1374;4T-PB05-TF;999;29.080000;34.900000;24.72;29.665;1;Oui
1087;55;7542;1375;4T-PB06-EF;1000;36.580000;43.900000;31.1;37.315;1;Oui
1090;57;7516;1378;SWS;0;154.170000;185.000000;154.17;185;1;Oui
1093;57;7516;1381;SWS;2;154.170000;185.000000;154.17;185;1;Oui
1094;57;7517;1382;SO;4;66.250000;79.500000;66.25;79.5;1;Oui
1097;57;7517;1385;SO;3;66.250000;79.500000;66.25;79.5;1;Oui
1100;57;7546;1388;SM1;0;40.000000;48.000000;40;48;1;Oui
1101;57;7547;1389;SM2;0;48.000000;57.600000;48;57.6;1;Oui
1102;57;7548;1390;SM3;0;56.000000;67.200000;56;67.2;1;Oui
1103;57;7549;1391;SMP;0;137.000000;164.400000;137;164.4;1;Oui
1104;55;7544;1392;4T-WB-12;998;41.580000;49.900000;35.35;42.415;1;Oui
1105;55;7544;1393;4T-WB-12;1000;49.920000;59.900000;42.43;50.915;1;Oui
1106;55;7544;1394;4T-WB-12;1000;54.170000;65.000000;46.04;55.25;1;Oui
1107;55;7544;1395;4T-WB-12;0;62.420000;74.900000;53.05;63.665000000000006;1;Oui
1108;55;7544;1396;4T-WB-12;1000;66.580000;79.900000;56.6;67.915;1;Oui
1109;55;7543;1397;4T-MB02-1;990;15.750000;18.900000;13.39;16.064999999999998;1;Oui
1110;55;7543;1398;4T-MB02-1;988;19.080000;22.900000;16.22;19.465;1;Oui
1111;55;7543;1399;4T-MB02-1;998;24.080000;28.900000;20.47;24.564999999999998;1;Oui
1112;55;7543;1400;4T-MB02-1;995;29.080000;34.900000;24.72;29.665;1;Oui
1113;55;7543;1401;4T-MB02-1;999;32.420000;38.900000;27.55;33.065;1;Oui
1118;55;7554;1406;4T-PBSET;997;130.420000;156.500000;130.42;156.5;1;Oui
1119;55;7555;1407;4T-FL-01;0;12.420000;14.900000;12.42;14.9;0;Oui
1120;55;7556;1408;4T-RB-01;997;41.580000;49.900000;35.35;42.415;1;Oui
1121;55;7557;1409;4T-TIMER-01;1000;249.170000;299.000000;249.17;299;1;Oui
1122;55;7558;1410;4T-CO15-CK;996;115.830000;139.000000;98.46;118.15;1;Oui
1123;55;7559;1411;4T-CO15-CP;1000;157.500000;189.000000;133.88;160.65;1;Oui
1125;55;7560;1413;4T-WT01-10;1000;62.420000;74.900000;53.05;63.665000000000006;1;Oui
1126;55;7560;1414;4T-WT01-10;1000;115.830000;139.000000;98.46;118.15;1;Oui
1128;55;7562;1416;4T-PROP-01;994;23.250000;27.900000;19.76;23.715;1;Oui
1129;55;7563;1417;4T-PAD-01;999;41.580000;49.900000;35.35;42.415;1;Oui
1135;68;7568;1423;1069;68;562.880000;675.460000;562.88;675.46;1;Oui
1137;68;7571;1425;1071;6396;1.041700;1.250000;1.0417;1.25;30;Oui
1139;45;7572;1429;TYKO;295;11.500000;13.800000;11.5;13.8;1;Oui
1140;45;7572;1430;TYKO;296;11.500000;13.800000;11.5;13.8;1;Oui
1141;45;7572;1431;TYKO;299;11.500000;13.800000;11.5;13.8;1;Oui
1142;45;7572;1432;TYKO;300;11.500000;13.800000;11.5;13.8;1;Oui
1143;68;7581;1439;1065;15;294.830000;353.800000;294.83;353.8;1;Oui
1145;55;7561;1441;4T-SB65CM;993;14.920000;17.900000;12.68;15.214999999999998;1;Oui
1146;55;7561;1442;4T-SB65CM;994;16.580000;19.900000;14.1;16.915;1;Oui
1147;68;7583;1443;1066;11;40.000000;48.000000;40;48;1;Oui
1153;45;7588;1449;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1154;45;7588;1450;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1155;45;7588;1451;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1156;45;7588;1452;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1157;45;7588;1453;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1166;45;7588;1462;Speesy;300;15.800000;18.960000;15.8;18.96;1;Oui
1167;45;7572;1463;TYKO;298;11.500000;13.800000;11.5;13.8;1;Oui
1169;45;7597;1465;MaxitykoG;150;24.900000;29.880000;24.9;29.88;1;Oui
1170;45;7597;1466;MaxitykoG;60;24.900000;29.880000;24.9;29.88;1;Oui
1171;45;7597;1467;MaxitykoG;60;24.900000;29.880000;24.9;29.88;1;Oui
1173;45;7598;1469;SystemefurboG;98;102.500000;123.000000;102.5;123;1;Oui
1174;45;7598;1470;SystemefurboG;97;102.500000;123.000000;102.5;123;1;Oui
1175;45;7598;1471;SystemefurboG;100;102.500000;123.000000;102.5;123;1;Oui
1176;45;7598;1472;SystemefurboG;97;102.500000;123.000000;102.5;123;1;Oui
1177;45;7598;1473;SystemefurboG;100;102.500000;123.000000;102.5;123;1;Oui
1179;45;7599;1475;PleasyG;100;104.900000;125.880000;104.9;125.88;1;Oui
1180;45;7599;1476;PleasyG;100;104.900000;125.880000;104.9;125.88;1;Oui
1181;45;7599;1477;PleasyG;100;104.900000;125.880000;104.9;125.88;1;Oui
1182;45;7599;1478;PleasyG;100;104.900000;125.880000;104.9;125.88;1;Oui
1184;45;7600;1480;PleasyGss;100;113.900000;136.680000;113.9;136.68;1;Oui
1185;45;7600;1481;PleasyGss;100;113.900000;136.680000;113.9;136.68;1;Oui
1186;45;7600;1482;PleasyGss;100;113.900000;136.680000;113.9;136.68;1;Oui
1187;45;7600;1483;PleasyGss;100;113.900000;136.680000;113.9;136.68;1;Oui
1188;43;7601;1484;8031;47;71.920000;86.300000;71.92;86.3;1;Oui
1189;42;7608;1485;P1588240646;919;99.170000;119.000000;99.17;119;1;Oui
1272;76;7768;1598;860155;1000;7.500000;9.000000;7.5;9;1;Non
1273;76;7768;1599;860155;1000;7.500000;9.000000;7.5;9;1;Non
1274;76;7768;1600;860155;1000;7.500000;9.000000;7.5;9;1;Non
1275;76;7769;1601;657002;1000;28.330000;34.000000;28.33;34;1;Non
1276;76;7770;1603;140245;1000;17.500000;21.000000;17.5;21;1;Non
1277;76;7771;1605;140244;1000;16.666667;20.000000;16.666667;20;1;Non
1278;76;7772;1607;140243;1000;16.250000;19.500000;16.25;19.5;1;Non
1279;76;7773;1609;140242;1000;15.833333;19.000000;15.833333;19;1;Non
1280;76;7774;1611;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1281;76;7774;1612;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1282;76;7774;1613;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1283;76;7774;1614;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1284;76;7774;1615;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1285;76;7774;1616;102340;1000;158.291700;189.950000;158.2917;189.95;1;Non
1286;76;7775;1618;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1287;76;7775;1619;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1288;76;7775;1620;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1289;76;7775;1621;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1290;76;7775;1622;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1291;76;7775;1623;102338;1000;166.630000;199.960000;166.63;199.96;1;Non
1292;76;7776;1625;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1293;76;7776;1626;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1294;76;7776;1627;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1295;76;7776;1628;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1296;76;7776;1629;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1297;76;7776;1630;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1298;76;7776;1631;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1299;76;7776;1632;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1300;76;7776;1633;243136;1000;187.458300;224.950000;187.4583;224.95;1;Non
1301;76;7777;1634;710026;1000;48.333333;58.000000;48.333333;58;1;Non
1302;76;7778;1635;730004;996;73.333333;88.000000;73.333333;88;1;Non
1303;76;7779;1636;656006;1000;38.250000;45.900000;38.25;45.9;1;Non
1304;76;7780;1637;4530;1000;4.083333;4.900000;4.083333;4.9;1;Non
1305;76;7781;1639;243101-105;1000;170.791700;204.950000;170.7917;204.95;1;Non
1306;76;7782;1640;654009;1000;15.830000;19.000000;15.83;19;1;Non
1307;76;7783;1641;140237;1000;15.833333;19.000000;15.833333;19;1;Non
1310;76;7786;1647;140239;1000;15.833333;19.000000;15.833333;19;1;Non
1313;76;7789;1652;860319;988;28.333333;34.000000;28.333333;34;1;Non
1314;76;7790;1653;742002;998;17.500000;21.000000;17.5;21;1;Non
1315;76;7791;1654;150071;1000;49.166667;59.000000;49.166667;59;1;Non
1316;76;7792;1655;150075;1000;42.583333;51.100000;42.583333;51.1;1;Non
1317;76;7793;1656;751155;1000;41.666667;50.000000;41.666667;50;1;Non
1320;76;7796;1662;102334;1000;174.958300;209.950000;174.9583;209.95;1;Non
1321;76;7796;1663;102334;1000;174.958300;209.950000;174.9583;209.95;1;Non
1322;76;7796;1664;102334;1000;174.958300;209.950000;174.9583;209.95;1;Non
1323;76;7796;1665;102334;1000;174.958300;209.950000;174.9583;209.95;1;Non
1324;76;7796;1666;102334;1000;174.958300;209.950000;174.9583;209.95;1;Non
1325;76;7797;1667;751190;1000;34.830000;41.800000;34.83;41.8;1;Non
1326;76;7798;1668;753061;1000;90.833333;109.000000;90.833333;109;1;Non
1327;76;7799;1669;742009;1000;15.830000;19.000000;15.83;19;1;Non
1328;76;7800;1671;753072;1000;20.000000;24.000000;20;24;1;Non
1329;76;7800;1672;753072;1000;20.000000;24.000000;20;24;1;Non
1330;76;7801;1674;753051;1000;12.920000;15.500000;12.92;15.5;1;Non
1331;76;7801;1675;753051;1000;12.920000;15.500000;12.92;15.5;1;Non
1332;76;7802;1677;751156;1000;40.000000;48.000000;40;48;1;Non
1333;76;7802;1678;751156;1000;40.000000;48.000000;40;48;1;Non
1335;76;7804;1680;751194;1000;37.500000;45.000000;37.5;45;1;Non
1336;76;7805;1681;751193;1000;24.166667;29.000000;24.166667;29;1;Non
1337;76;7806;1682;720005;1000;8.750000;10.500000;8.75;10.5;1;Non
1338;76;7807;1683;720006;1000;3.750000;4.500000;3.75;4.5;1;Non
1339;76;7808;1684;720007;1000;6.670000;8.000000;6.67;8;1;Non
1348;76;7813;1697;753063;1000;35.000000;42.000000;35;42;1;Non
1349;76;7814;1698;753064;1000;55.833333;67.000000;55.833333;67;1;Non
1352;76;7816;1703;102354;1000;199.958300;239.950000;199.9583;239.95;1;Non
1353;76;7816;1704;102354;1000;199.958300;239.950000;199.9583;239.95;1;Non
1354;76;7816;1705;102354;1000;199.958300;239.950000;199.9583;239.95;1;Non
1355;76;7816;1706;102354;1000;199.958300;239.950000;199.9583;239.95;1;Non
1356;76;7816;1707;102354;1000;199.958300;239.950000;199.9583;239.95;1;Non
1357;76;7817;1709;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1358;76;7817;1710;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1359;76;7817;1711;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1360;76;7817;1712;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1361;76;7817;1713;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1362;76;7817;1714;102358;1000;183.291700;219.950000;183.2917;219.95;1;Non
1363;76;7818;1716;102378;1000;166.625000;199.950000;166.625;199.95;1;Non
1364;76;7818;1717;102378;1000;166.625000;199.950000;166.625;199.95;1;Non
1365;76;7818;1718;102378;1000;166.625000;199.950000;166.625;199.95;1;Non
1366;76;7818;1719;102378;1000;166.625000;199.950000;166.625;199.95;1;Non
1367;76;7818;1720;102378;1000;166.625000;199.950000;166.625;199.95;1;Non
1369;76;7819;1723;102285;1000;158.291700;189.950000;158.2917;189.95;1;Non
1370;76;7819;1724;102285;1000;158.291700;189.950000;158.2917;189.95;1;Non
1371;76;7819;1725;102285;1000;158.291700;189.950000;158.2917;189.95;1;Non
1372;76;7819;1726;102285;1000;158.291700;189.950000;158.2917;189.95;1;Non
1373;76;7819;1727;102285;1000;158.291700;189.950000;158.2917;189.95;1;Non
1374;76;7820;1729;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1375;76;7820;1730;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1376;76;7820;1731;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1377;76;7820;1732;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1378;76;7820;1733;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1379;76;7820;1734;102284;1000;149.958300;179.950000;149.9583;179.95;1;Non
1380;76;7821;1736;102390;1000;116.625000;139.950000;116.625;139.95;1;Non
1381;76;7821;1737;102390;1000;116.625000;139.950000;116.625;139.95;1;Non
1382;76;7821;1738;102390;1000;116.625000;139.950000;116.625;139.95;1;Non
1383;76;7821;1739;102390;1000;116.625000;139.950000;116.625;139.95;1;Non
1384;76;7821;1740;102390;1000;116.625000;139.950000;116.625;139.95;1;Non
1385;76;7822;1742;102323-153;1000;99.958300;119.950000;99.9583;119.95;1;Non
1386;76;7822;1743;102323-153;1000;99.958300;119.950000;99.9583;119.95;1;Non
1387;76;7822;1744;102323-153;1000;99.958300;119.950000;99.9583;119.95;1;Non
1388;76;7822;1745;102323-153;1000;99.958300;119.950000;99.9583;119.95;1;Non
1389;76;7822;1746;102323-153;1000;99.958300;119.950000;99.9583;119.95;1;Non
1390;76;7823;1748;121200;1000;50.000000;60.000000;50;60;1;Non
1391;76;7823;1749;121200;1000;50.000000;60.000000;50;60;1;Non
1392;76;7823;1750;121200;1000;50.000000;60.000000;50;60;1;Non
1393;76;7823;1751;121200;1000;50.000000;60.000000;50;60;1;Non
1394;76;7823;1752;121200;1000;50.000000;60.000000;50;60;1;Non
1395;76;7824;1754;121201;1000;42.500000;51.000000;42.5;51;1;Non
1396;76;7824;1755;121201;1000;42.500000;51.000000;42.5;51;1;Non
1397;76;7824;1756;121201;1000;42.500000;51.000000;42.5;51;1;Non
1398;76;7824;1757;121201;1000;42.500000;51.000000;42.5;51;1;Non
1399;76;7824;1758;121201;1000;42.500000;51.000000;42.5;51;1;Non
1417;76;7836;1788;243126-128;1000;249.166667;299.000000;249.166667;299;1;Non
1418;76;7836;1789;243126-128;1000;249.166667;299.000000;249.166667;299;1;Non
1419;76;7837;1791;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1420;76;7837;1792;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1421;76;7837;1793;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1422;76;7837;1794;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1423;76;7837;1795;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1424;76;7837;1796;243108;1000;154.125000;184.950000;154.125;184.95;1;Non
1425;76;7838;1798;243102;1000;124.958300;149.950000;124.9583;149.95;1;Non
1426;76;7838;1799;243102;1000;124.958300;149.950000;124.9583;149.95;1;Non
1427;76;7838;1800;243102;1000;124.958300;149.950000;124.9583;149.95;1;Non
1428;76;7838;1801;243102;1000;124.958300;149.950000;124.9583;149.95;1;Non
1429;76;7839;1803;243131;1000;208.333300;250.000000;208.3333;250;1;Non
1430;76;7839;1804;243131;1000;208.333300;250.000000;208.3333;250;1;Non
1431;76;7840;1806;243110;1000;275.000000;330.000000;275;330;1;Non
1432;76;7840;1807;243110;1000;275.000000;330.000000;275;330;1;Non
1433;76;7841;1808;201024;1000;37.458300;44.950000;37.4583;44.95;1;Non
1434;76;7842;1810;201025;1000;33.291700;39.950000;33.2917;39.95;1;Non
1435;76;7842;1811;201025;1000;33.291700;39.950000;33.2917;39.95;1;Non
1436;76;7843;1812;281034;1000;23.750000;28.500000;23.75;28.5;1;Non
1437;76;7844;1813;281030;1000;23.750000;28.500000;23.75;28.5;1;Non
1438;76;7845;1814;150064;1000;37.416667;44.900000;37.416667;44.9;1;Non
1439;76;7846;1815;150060;1000;97.500000;117.000000;97.5;117;1;Non
1441;76;7848;1817;150074;1000;154.166667;185.000000;154.166667;185;1;Non
1442;76;7849;1818;150070;1000;155.833333;187.000000;155.833333;187;1;Non
1443;76;7850;1819;656008;1000;66.666667;80.000000;66.666667;80;1;Non
1444;76;7851;1820;656009;1000;62.500000;75.000000;62.5;75;1;Non
1445;76;7852;1822;900201;1000;54.000000;64.800000;54;64.8;1;Non
1446;76;7852;1823;900201;1000;54.000000;64.800000;54;64.8;1;Non
1447;76;7853;1824;751191;1000;37.500000;45.000000;37.5;45;1;Non
1448;76;7854;1825;150069;1000;75.000000;90.000000;75;90;1;Non
1449;52;7855;1826;12-929913;7;83.250000;99.900000;83.25;99.9;1;Oui
1450;55;7565;1827;4T-BAG-02;1000;49.920000;59.900000;42.43;50.915;1;Oui
1451;55;7565;1828;4T-BAG-02;999;49.920000;59.900000;42.43;50.915;1;Oui
1452;55;7565;1829;4T-BAG-02;1000;49.920000;59.900000;42.43;50.915;1;Oui
1453;55;7856;1830;4T-PR-C1;0;10.750000;12.900000;10.75;12.9;1;Oui
1454;55;7857;1831;4T-PR-C3;0;14.083300;16.900000;11.97;14.364999999999998;1;Oui
1455;55;7858;1832;4T-RM-02;999;29.080000;34.900000;24.72;29.665;1;Oui
1456;55;7859;1833;4T-STM-01;1000;13.250000;15.900000;11.26;13.515;1;Oui
1457;55;7860;1834;4T-BOX-01;0;149.170000;179.000000;149.17;179;1;Oui
1459;55;7861;1836;4T-SL07-8;997;8.250000;9.900000;7.01;8.415000000000001;1;Oui
1460;55;7861;1837;4T-SL07-8;1000;14.920000;17.900000;12.68;15.214999999999998;1;Oui
1461;42;7862;1838;P235852146;982;140.833300;169.000000;140.8333;169;1;Oui
1462;42;7863;1839;P181366879;928;65.833300;79.000000;65.8333;79;1;Oui
1465;52;7866;1842;12-666071;600;99.920000;119.900000;99.92;119.9;1;Oui
1504;44;7901;1882;5650;100;10.000000;12.000000;10;12;1;Oui
1505;44;7901;1883;5650;100;10.000000;12.000000;10;12;1;Oui
1506;44;7901;1884;5650;100;10.000000;12.000000;10;12;1;Oui
1507;44;7901;1885;5650;100;10.000000;12.000000;10;12;1;Oui
1508;44;7902;1886;0100;100;10.420000;12.500000;10.42;12.5;1;Oui
1509;44;7903;1887;0103;100;11.670000;14.000000;11.67;14;1;Oui
1510;44;7904;1888;0133;100;13.330000;16.000000;13.33;16;1;Oui
1511;44;7905;1889;0142;100;8.330000;10.000000;8.33;10;1;Oui
1512;44;7906;1890;0143;100;9.170000;11.000000;9.17;11;1;Oui
1513;44;7907;1891;0144;100;7.920000;9.500000;7.92;9.5;1;Oui
1514;44;7908;1892;0149-0;100;14.170000;17.000000;14.17;17;1;Oui
1515;44;7909;1893;0170;100;19.170000;23.000000;19.17;23;0;Oui
1516;44;7910;1894;0171;100;15.000000;18.000000;15;18;0;Oui
1517;44;7911;1895;0236;10;48.250000;57.900000;48.25;57.9;0;Oui
1518;44;7912;1896;0281;10;26.583300;31.900000;26.5833;31.9;0;Oui
1519;44;7913;1897;0340;100;8.666700;10.400000;8.6667;10.4;0;Oui
1520;44;7914;1898;0345;100;11.170000;13.400000;11.17;13.4;0;Oui
1521;44;7915;1899;0396;100;9.170000;11.000000;9.17;11;0;Oui
1522;44;7916;1900;0450;100;5.750000;6.900000;5.75;6.9;0;Oui
1523;44;7917;1901;0451;100;6.583300;7.900000;6.5833;7.9;0;Oui
1524;44;7918;1902;0453-0;100;4.083300;4.900000;4.0833;4.9;0;Oui
1525;44;7919;1903;0454-0;100;3.250000;3.900000;3.25;3.9;0;Oui
1526;44;7920;1904;0470-0;100;2.416700;2.900000;2.4167;2.9;0;Oui
1527;44;7921;1905;0474;100;5.416700;6.500000;5.4167;6.5;0;Oui
1528;44;7922;1906;0483;100;8.250000;9.900000;8.25;9.9;1;Oui
1529;44;7923;1907;0570;100;5.000000;6.000000;5;6;0;Oui
1530;44;7924;1908;0571;100;7.166700;8.600000;7.1667;8.6;0;Oui
1531;44;7925;1909;0572;100;8.166700;9.800000;8.1667;9.8;0;Oui
1532;44;7926;1910;0573;100;12.000000;14.400000;12;14.4;0;Oui
1533;52;7927;1911;12-932067;200;141.580000;169.900000;141.58;169.9;1;Oui
1534;44;7928;1912;0604;100;4.166700;5.000000;4.1667;5;0;Oui
1535;44;7929;1913;0940;100;6.583300;7.900000;6.5833;7.9;0;Oui
1536;44;7930;1914;0942;100;9.083300;10.900000;9.0833;10.9;0;Oui
1537;44;7931;1915;1101;100;20.833300;25.000000;20.8333;25;0;Oui
1538;44;7932;1916;1102;100;25.000000;30.000000;25;30;0;Oui
1539;44;7933;1917;1130;0;70.750000;84.900000;70.75;84.9;0;Oui
1540;44;7934;1918;1150;20;11.250000;13.500000;11.25;13.5;0;Oui
1541;44;7935;1919;1180;;4.916700;5.900000;4.9167;5.9;1;Oui
1542;44;7936;1920;1181;0;6.666700;8.000000;6.6667;8;1;Oui
1543;44;7937;1921;1182;0;13.333300;16.000000;13.3333;16;1;Oui
1544;44;7938;1922;1183;0;20.833300;25.000000;20.8333;25;1;Oui
1545;44;7939;1923;1184;50;25.000000;30.000000;25;30;0;Oui
1546;44;7940;1924;1185;30;29.166700;35.000000;29.1667;35;0;Oui
1547;44;7941;1925;1194;100;5.833300;7.000000;5.8333;7;0;Oui
1548;44;7942;1926;1195;100;9.166700;11.000000;9.1667;11;0;Oui
1549;44;7943;1927;1196;100;12.500000;15.000000;12.5;15;0;Oui
1550;52;7944;1928;12-928527;300;166.583300;199.900000;166.5833;199.9;1;Oui
1551;44;7945;1929;1324;100;22.416700;26.900000;22.4167;26.9;0;Oui
1552;44;7946;1930;1325;100;16.583300;19.900000;16.5833;19.9;1;Oui
1553;44;7947;1931;1330;50;33.250000;39.900000;33.25;39.9;0;Oui
1554;44;7948;1932;1359;100;10.750000;12.900000;10.75;12.9;0;Oui
1555;44;7949;1933;1662;50;18.250000;21.900000;18.25;21.9;0;Oui
1556;44;7950;1934;1680;50;8.250000;9.900000;8.25;9.9;0;Oui
1557;44;7951;1935;2515;100;13.250000;15.900000;13.25;15.9;0;Oui
1558;44;7952;1936;2518;100;8.083300;9.700000;8.0833;9.7;0;Oui
1559;44;7953;1937;2519;100;11.583300;13.900000;11.5833;13.9;0;Oui
1560;44;7954;1938;2520;20;8.083300;9.700000;8.0833;9.7;0;Oui
1561;52;7958;1939;12-935730;10;458.250000;549.900000;458.25;549.9;1;Oui
1562;44;7959;1940;2550;100;24.916700;29.900000;24.9167;29.9;0;Oui
1563;44;7960;1941;2601;100;13.250000;15.900000;13.25;15.9;0;Oui
1564;44;7961;1942;2604;0;9.083300;10.900000;9.0833;10.9;1;Oui
1565;44;7962;1943;2607;100;16.580000;19.900000;16.58;19.9;1;Oui
1566;44;7963;1944;2609;100;20.750000;24.900000;20.75;24.9;1;Oui
1567;44;7964;1945;2610;100;16.583300;19.900000;16.5833;19.9;1;Oui
1568;44;7965;1946;2620;100;14.916700;17.900000;14.9167;17.9;1;Oui
1570;44;7967;1948;2702;100;5.400000;6.480000;5.4;6.48;1;Oui
1571;44;7968;1949;2908;100;7.833300;9.400000;7.8333;9.4;1;Oui
1572;44;7969;1950;3000;100;10.000000;12.000000;10;12;1;Oui
1573;44;7970;1951;3002;30;9.916700;11.900000;9.9167;11.9;1;Oui
1574;44;7971;1952;3801;;3.916700;4.700000;3.9167;4.7;1;Oui
1575;44;7972;1953;3802;;6.583300;7.900000;6.5833;7.9;1;Oui
1576;44;7973;1954;3803;;7.416700;8.900000;7.4167;8.9;1;Oui
1577;44;7974;1955;3804;;15.416700;18.500000;15.4167;18.5;1;Oui
1578;44;7975;1956;3805;;18.250000;21.900000;18.25;21.9;1;Oui
1611;34;8000;2014;FFT0001-bleu;87;1.333300;1.600000;1.3333;1.6;1;Oui
1612;34;8000;2015;FFT0001-jaune;395;1.333300;1.600000;1.3333;1.6;1;Oui
1613;34;8000;2016;FFT0001-marron;400;1.333300;1.600000;1.3333;1.6;1;Oui
1615;34;8002;2018;FFT0003;64;22.500000;27.000000;22.5;27;1;Oui
1616;34;8003;2019;FFT0004;687;14.583300;17.500000;14.5833;17.5;1;Oui
1617;34;8004;2020;FFT0005;246;3.750000;4.500000;3.75;4.5;1;Oui
1618;34;8005;2021;FFT0006;164;5.416700;6.500000;5.4167;6.5;1;Oui
1619;34;8006;2022;FFT0007;391;3.166700;3.800000;3.1667;3.8;1;Oui
1620;34;8007;2023;FFT0008;0;1.666700;2.000000;1.6667;2;1;Oui
1621;34;8008;2024;FFT0009;1007;1.895700;2.000000;1.8957;2;1;Oui
1622;34;8009;2025;FFT0010;77;20.000000;24.000000;20;24;1;Oui
1623;34;8010;2026;FFT0011;79;6.500000;7.800000;6.5;7.8;1;Oui
1624;34;8011;2027;FFT0012;407;2.416700;2.900000;2.4167;2.9;1;Oui
1626;34;8012;2030;FFT0013-G;103;8.250000;9.900000;8.25;9.9;1;Oui
1627;34;8012;2031;FFT0013-G;246;8.250000;9.900000;8.25;9.9;1;Oui
1628;34;8013;2033;FFT0014-R;0;122.500000;147.000000;85.75;102.9;1;Oui
1629;34;8014;2034;FFT0015;511;3.333300;4.000000;3.3333;4;1;Oui
1630;34;8015;2036;FFT0016-blanc;6562;1.583300;1.900000;1.5833;1.9;1;Oui
1631;34;8015;2037;FFT0016-violet;14310;1.583300;1.900000;1.5833;1.9;1;Oui
1632;34;8015;2038;FFT0016-rouge;17227;1.583300;1.900000;1.5833;1.9;1;Oui
1633;34;8015;2039;FFT0016-orange;3490;1.583300;1.900000;1.5833;1.9;1;Oui
1634;34;8015;2040;FFT0016-vert;1238;1.583300;1.900000;1.5833;1.9;0;Oui
1635;34;8016;2041;FFT0017;281;9.478700;10.000000;9.4787;10;1;Oui
1636;34;8017;2042;FFT0018;728;3.791500;4.000000;3.7915;4;1;Oui
1637;34;8018;2043;FFT0019;205;3.791500;4.000000;3.7915;4;1;Oui
1638;34;8019;2044;FFT0020;913;5.687200;6.000000;5.6872;6;1;Oui
1639;34;8020;2045;FFT0021;920;5.687200;6.000000;5.6872;6;1;Oui
1640;34;8021;2046;FFT0022;994;5.687200;6.000000;5.6872;6;1;Oui
1641;34;8022;2047;FFT0026;251;6.666700;8.000040;6.6667;8.00004;1;Oui
1642;34;8023;2048;FFT0027;493;8.333300;10.000000;8.3333;10;1;Oui
1645;52;8027;2051;12-663865;99;149.920000;179.900000;149.92;179.9;1;Oui
1649;44;8029;2055;3903;100;8.500000;10.200000;8.5;10.2;1;Oui
1650;44;8030;2056;3904;100;9.166700;11.000000;9.1667;11;1;Oui
